"cTribMun";"xTribMun";"Alíquota";"cTribNac";"xTribNac";
"303";"03.03 - Exploração de salões de festas, centro de convenções, escritórios virtuais, stands, quadras esportivas, estádios, ginásios, auditórios, casas de espetáculos, parques de diversões, canchas e congêneres, para realização de eventos ou negócios de qualquer natureza.";"5%";"030304";"Exploração de auditórios, casas de espetáculos e congêneres, para realização de eventos ou negócios de qualquer natureza.";
"303";"03.03 - Exploração de salões de festas, centro de convenções, escritórios virtuais, stands, quadras esportivas, estádios, ginásios, auditórios, casas de espetáculos, parques de diversões, canchas e congêneres, para realização de eventos ou negócios de qualquer natureza.";"5%";"030305";"Exploração de parques de diversões e congêneres, para realização de eventos ou negócios de qualquer natureza.";
"304";"03.04 - Locação, sublocação, arrendamento, direito de passagem ou permissão de uso, compartilhado ou não, de ferrovia, rodovia, postes, cabos, dutos e condutos de qualquer natureza.";"5%";"030401";"Locação, sublocação, arrendamento, direito de passagem ou permissão de uso, compartilhado ou não, de ferrovia.";
"304";"03.04 - Locação, sublocação, arrendamento, direito de passagem ou permissão de uso, compartilhado ou não, de ferrovia, rodovia, postes, cabos, dutos e condutos de qualquer natureza.";"5%";"030402";"Locação, sublocação, arrendamento, direito de passagem ou permissão de uso, compartilhado ou não, de rodovia.";
"304";"03.04 - Locação, sublocação, arrendamento, direito de passagem ou permissão de uso, compartilhado ou não, de ferrovia, rodovia, postes, cabos, dutos e condutos de qualquer natureza.";"5%";"030403";"Locação, sublocação, arrendamento, direito de passagem ou permissão de uso, compartilhado ou não, de postes, cabos, dutos e condutos de qualquer natureza.";
"305";"03.05 - Cessão de andaimes, palcos, coberturas e outras estruturas de uso temporário.";"5%";"030501";"Cessão de andaimes, palcos, coberturas e outras estruturas de uso temporário.";
"3101";"31.01 - Serviços técnicos em edificações, eletrônica, eletrotécnica, mecânica, telecomunicações e congêneres.";"5%";"310101";"Serviços técnicos em edificações e congêneres.";
"3101";"31.01 - Serviços técnicos em edificações, eletrônica, eletrotécnica, mecânica, telecomunicações e congêneres.";"5%";"310102";"Serviços técnicos em eletrônica, eletrotécnica e congêneres.";
"3101";"31.01 - Serviços técnicos em edificações, eletrônica, eletrotécnica, mecânica, telecomunicações e congêneres.";"5%";"310103";"Serviços técnicos em mecânica e congêneres.";
"3101";"31.01 - Serviços técnicos em edificações, eletrônica, eletrotécnica, mecânica, telecomunicações e congêneres.";"5%";"310104";"Serviços técnicos em telecomunicações e congêneres.";
"3201";"32.01 - Serviços de desenhos técnicos.";"5%";"320101";"Serviços de desenhos técnicos.";
"3301";"33.01 - Serviços de desembaraço aduaneiro, comissários, despachantes e congêneres.";"5%";"330101";"Serviços de desembaraço aduaneiro, comissários, despachantes e congêneres.";
"3401";"34.01 - Serviços de investigações particulares, detetives e congêneres.";"5%";"340101";"Serviços de investigações particulares, detetives e congêneres.";
"3501";"35.01 - Serviços de reportagem, assessoria de imprensa, jornalismo e relações públicas.";"5%";"350101";"Serviços de reportagem e jornalismo.";
"3501";"35.01 - Serviços de reportagem, assessoria de imprensa, jornalismo e relações públicas.";"5%";"350102";"Serviços de assessoria de imprensa.";
"3501";"35.01 - Serviços de reportagem, assessoria de imprensa, jornalismo e relações públicas.";"5%";"350103";"Serviços de relações públicas.";
"3601";"36.01 - Serviços de meteorologia.";"5%";"360101";"Serviços de meteorologia.";
"3701";"37.01 - Serviços de artistas, atletas, modelos e manequins.";"5%";"370101";"Serviços de artistas, atletas, modelos e manequins.";
"3801";"38.01 - Serviços de museologia.";"5%";"380101";"Serviços de museologia.";
"3901";"39.01 - Serviços de ourivesaria e lapidação (quando o material for fornecido pelo tomador do serviço).";"5%";"390101";"Serviços de ourivesaria e lapidação (quando o material for fornecido pelo tomador do serviço).";
"4001";"40.01 - Obras de arte sob encomenda.";"5%";"400101";"Obras de arte sob encomenda.";
"401";"04.01 - Medicina e biomedicina.";"5%";"040101";"Medicina.";
"401";"04.01 - Medicina e biomedicina.";"5%";"040102";"Biomedicina.";
"4010";"04.01 - Uniprofissional (Até 3 sócios) - Medicina e biomedicina";"0%";"040101";"Medicina.";
"4010";"04.01 - Uniprofissional (Até 3 sócios) - Medicina e biomedicina";"0%";"040102";"Biomedicina.";
"4011";"04.01 - Uniprofissional (Acima de 3 sócios) - Medicina e biomedicina";"0%";"040101";"Medicina.";
"4011";"04.01 - Uniprofissional (Acima de 3 sócios) - Medicina e biomedicina";"0%";"040102";"Biomedicina.";
"402";"04.02 - Análises clínicas, patologia, eletricidade médica, radioterapia, quimioterapia, ultra-sonografia, ressonância magnética, radiologia, tomografia e congêneres.";"5%";"040201";"Análises clínicas e congêneres.";
"402";"04.02 - Análises clínicas, patologia, eletricidade médica, radioterapia, quimioterapia, ultra-sonografia, ressonância magnética, radiologia, tomografia e congêneres.";"5%";"040202";"Patologia e congêneres.";
"402";"04.02 - Análises clínicas, patologia, eletricidade médica, radioterapia, quimioterapia, ultra-sonografia, ressonância magnética, radiologia, tomografia e congêneres.";"5%";"040203";"Eletricidade médica (eletroestimulação de nervos e musculos, cardioversão, etc) e congêneres.";
"402";"04.02 - Análises clínicas, patologia, eletricidade médica, radioterapia, quimioterapia, ultra-sonografia, ressonância magnética, radiologia, tomografia e congêneres.";"5%";"040204";"Radioterapia, quimioterapia e congêneres.";
"402";"04.02 - Análises clínicas, patologia, eletricidade médica, radioterapia, quimioterapia, ultra-sonografia, ressonância magnética, radiologia, tomografia e congêneres.";"5%";"040205";"Ultra-sonografia, ressonância magnética, radiologia, tomografia e congêneres.";
"4020";"04.02 - Análises clínicas, patologia, eletricidade médica, radioterapia, quimioterapia, ultra-sonografia, ressonância magnética, radiologia, tomografia e congêneres.";"2%";"040201";"Análises clínicas e congêneres.";
"4020";"04.02 - Análises clínicas, patologia, eletricidade médica, radioterapia, quimioterapia, ultra-sonografia, ressonância magnética, radiologia, tomografia e congêneres.";"2%";"040202";"Patologia e congêneres.";
"4020";"04.02 - Análises clínicas, patologia, eletricidade médica, radioterapia, quimioterapia, ultra-sonografia, ressonância magnética, radiologia, tomografia e congêneres.";"2%";"040203";"Eletricidade médica (eletroestimulação de nervos e musculos, cardioversão, etc) e congêneres.";
"4020";"04.02 - Análises clínicas, patologia, eletricidade médica, radioterapia, quimioterapia, ultra-sonografia, ressonância magnética, radiologia, tomografia e congêneres.";"2%";"040204";"Radioterapia, quimioterapia e congêneres.";
"4020";"04.02 - Análises clínicas, patologia, eletricidade médica, radioterapia, quimioterapia, ultra-sonografia, ressonância magnética, radiologia, tomografia e congêneres.";"2%";"040205";"Ultra-sonografia, ressonância magnética, radiologia, tomografia e congêneres.";
"4021";"04.02 - Uniprofissional (Acima de 3 sócios) - Análises clínicas, patologia, eletricidade médica, radioterapia, quimioterapia, ultra-sonografia, ressonância magnética, radiologia, tomografia e congêneres";"0%";"040201";"Análises clínicas e congêneres.";
"4021";"04.02 - Uniprofissional (Acima de 3 sócios) - Análises clínicas, patologia, eletricidade médica, radioterapia, quimioterapia, ultra-sonografia, ressonância magnética, radiologia, tomografia e congêneres";"0%";"040202";"Patologia e congêneres.";
"4021";"04.02 - Uniprofissional (Acima de 3 sócios) - Análises clínicas, patologia, eletricidade médica, radioterapia, quimioterapia, ultra-sonografia, ressonância magnética, radiologia, tomografia e congêneres";"0%";"040203";"Eletricidade médica (eletroestimulação de nervos e musculos, cardioversão, etc) e congêneres.";
"4021";"04.02 - Uniprofissional (Acima de 3 sócios) - Análises clínicas, patologia, eletricidade médica, radioterapia, quimioterapia, ultra-sonografia, ressonância magnética, radiologia, tomografia e congêneres";"0%";"040204";"Radioterapia, quimioterapia e congêneres.";
"4021";"04.02 - Uniprofissional (Acima de 3 sócios) - Análises clínicas, patologia, eletricidade médica, radioterapia, quimioterapia, ultra-sonografia, ressonância magnética, radiologia, tomografia e congêneres";"0%";"040205";"Ultra-sonografia, ressonância magnética, radiologia, tomografia e congêneres.";
"4022";"04.02 - Uniprofissional (Até 3 sócios) - Análises clínicas, patologia, eletricidade médica, radioterapia, quimioterapia, ultra-sonografia, ressonância magnética, radiologia, tomografia e congêneres";"0%";"040201";"Análises clínicas e congêneres.";
"4022";"04.02 - Uniprofissional (Até 3 sócios) - Análises clínicas, patologia, eletricidade médica, radioterapia, quimioterapia, ultra-sonografia, ressonância magnética, radiologia, tomografia e congêneres";"0%";"040202";"Patologia e congêneres.";
"4022";"04.02 - Uniprofissional (Até 3 sócios) - Análises clínicas, patologia, eletricidade médica, radioterapia, quimioterapia, ultra-sonografia, ressonância magnética, radiologia, tomografia e congêneres";"0%";"040203";"Eletricidade médica (eletroestimulação de nervos e musculos, cardioversão, etc) e congêneres.";
"4022";"04.02 - Uniprofissional (Até 3 sócios) - Análises clínicas, patologia, eletricidade médica, radioterapia, quimioterapia, ultra-sonografia, ressonância magnética, radiologia, tomografia e congêneres";"0%";"040204";"Radioterapia, quimioterapia e congêneres.";
"4022";"04.02 - Uniprofissional (Até 3 sócios) - Análises clínicas, patologia, eletricidade médica, radioterapia, quimioterapia, ultra-sonografia, ressonância magnética, radiologia, tomografia e congêneres";"0%";"040205";"Ultra-sonografia, ressonância magnética, radiologia, tomografia e congêneres.";
"403";"04.03 - Hospitais, clínicas, laboratórios, sanatórios, manicômios, casas de saúde, prontos-socorros, ambulatórios e congêneres.";"5%";"040301";"Hospitais e congêneres.";
"403";"04.03 - Hospitais, clínicas, laboratórios, sanatórios, manicômios, casas de saúde, prontos-socorros, ambulatórios e congêneres.";"5%";"040302";"Laboratórios e congêneres.";
"403";"04.03 - Hospitais, clínicas, laboratórios, sanatórios, manicômios, casas de saúde, prontos-socorros, ambulatórios e congêneres.";"5%";"040303";"Clínicas, sanatórios, manicômios, casas de saúde, prontos-socorros, ambulatórios e congêneres.";
"404";"04.04 - Instrumentação cirúrgica.";"5%";"040401";"Instrumentação cirúrgica.";
"405";"04.05 - Acupuntura.";"5%";"040501";"Acupuntura.";
"406";"04.06 - Enfermagem, inclusive serviços auxiliares.";"5%";"040601";"Enfermagem, inclusive serviços auxiliares.";
"4061";"04.06 - Uniprofissional (Acima de 3 sócios) - Enfermagem, inclusive serviços auxiliares";"0%";"040601";"Enfermagem, inclusive serviços auxiliares.";
"4062";"04.06 - Uniprofissional (Até 3 sócios) - Enfermagem, inclusive serviços auxiliares";"0%";"040601";"Enfermagem, inclusive serviços auxiliares.";
"407";"04.07 - Serviços farmacêuticos.";"5%";"040701";"Serviços farmacêuticos.";
"408";"04.08 - Terapia ocupacional, fisioterapia e fonoaudiologia.";"5%";"040801";"Terapia ocupacional.";
"408";"04.08 - Terapia ocupacional, fisioterapia e fonoaudiologia.";"5%";"040802";"Fisioterapia.";
"408";"04.08 - Terapia ocupacional, fisioterapia e fonoaudiologia.";"5%";"040803";"Fonoaudiologia.";
"4081";"04.08 - Uniprofissional (Acima de 3 sócios) - Terapia ocupacional, fisioterapia e fonoaudiologia";"0%";"040801";"Terapia ocupacional.";
"4081";"04.08 - Uniprofissional (Acima de 3 sócios) - Terapia ocupacional, fisioterapia e fonoaudiologia";"0%";"040802";"Fisioterapia.";
"4081";"04.08 - Uniprofissional (Acima de 3 sócios) - Terapia ocupacional, fisioterapia e fonoaudiologia";"0%";"040803";"Fonoaudiologia.";
"4082";"04.08 - Uniprofissional (Até 3 sócios) - Terapia ocupacional, fisioterapia e fonoaudiologia";"0%";"040801";"Terapia ocupacional.";
"4082";"04.08 - Uniprofissional (Até 3 sócios) - Terapia ocupacional, fisioterapia e fonoaudiologia";"0%";"040802";"Fisioterapia.";
"4082";"04.08 - Uniprofissional (Até 3 sócios) - Terapia ocupacional, fisioterapia e fonoaudiologia";"0%";"040803";"Fonoaudiologia.";
"409";"04.09 - Terapias de qualquer espécie destinadas ao tratamento físico, orgânico e mental.";"5%";"040901";"Terapias de qualquer espécie destinadas ao tratamento físico, orgânico e mental.";
"4091";"04.09 - Uniprofissional (Acima de 3 sócios) - Terapias de qualquer espécie destinadas ao tratamento físico, orgânico e mental";"0%";"040901";"Terapias de qualquer espécie destinadas ao tratamento físico, orgânico e mental.";
"4092";"04.09 - Uniprofissional (Até 3 sócios) - Terapias de qualquer espécie destinadas ao tratamento físico, orgânico e mental";"0%";"040901";"Terapias de qualquer espécie destinadas ao tratamento físico, orgânico e mental.";
"410";"04.10 - Nutrição.";"5%";"041001";"Nutrição.";
"411";"04.11 - Obstetrícia.";"5%";"041101";"Obstetrícia.";
"4111";"04.11 - Uniprofissional (Acima de 3 sócios) - Obstetrícia";"0%";"041101";"Obstetrícia.";
"4112";"04.11 - Uniprofissional (Até 3 sócios) - Obstetrícia";"0%";"041101";"Obstetrícia.";
"412";"04.12 - Odontologia.";"5%";"041201";"Odontologia.";
"4121";"04.12 - Uniprofissional (Acima de 3 sócios) - Odontologia";"0%";"041201";"Odontologia.";
"4122";"04.12 - Uniprofissional (Até 3 sócios) - Odontologia";"0%";"041201";"Odontologia.";
"413";"04.13 - Ortóptica.";"5%";"041301";"Ortóptica.";
"4131";"04.13 - Uniprofissional (Acima de 3 sócios) - Ortóptica";"0%";"041301";"Ortóptica.";
"4132";"04.13 - Uniprofissional (Até 3 sócios) - Ortóptica";"0%";"041301";"Ortóptica.";
"414";"04.14 - Próteses sob encomenda.";"5%";"041401";"Próteses sob encomenda.";
"415";"04.15 - Psicanálise.";"5%";"041501";"Psicanálise.";
"4151";"04.15 - Uniprofissional (Acima de 3 sócios) - Psicanálise";"0%";"041501";"Psicanálise.";
"4152";"04.15 - Uniprofissional (Até 3 sócios) - Psicanálise";"0%";"041501";"Psicanálise.";
"416";"04.16 - Psicologia.";"5%";"041601";"Psicologia.";
"4161";"04.16 - Uniprofissional (Acima de 3 sócios) - Psicologia";"0%";"041601";"Psicologia.";
"4162";"04.16 - Uniprofissional (Até 3 sócios) - Psicologia";"0%";"041601";"Psicologia.";
"417";"04.17 - Casas de repouso e de recuperação, creches, asilos e congêneres.";"5%";"041701";"Casas de repouso e congêneres.";
"417";"04.17 - Casas de repouso e de recuperação, creches, asilos e congêneres.";"5%";"041702";"Casas de recuperação e congêneres.";
"417";"04.17 - Casas de repouso e de recuperação, creches, asilos e congêneres.";"5%";"041703";"Creches e congêneres.";
"417";"04.17 - Casas de repouso e de recuperação, creches, asilos e congêneres.";"5%";"041704";"Asilos e congêneres.";
"418";"04.18 - Inseminação artificial, fertilização in vitro e congêneres.";"5%";"041801";"Inseminação artificial, fertilização in vitro e congêneres.";
"4181";"04.18 - Uniprofissional (Acima de 3 sócios) - Inseminação artificial, fertilização in vitro e congêneres";"0%";"041801";"Inseminação artificial, fertilização in vitro e congêneres.";
"4182";"04.18 - Uniprofissional (Até 3 sócios) - Inseminação artificial, fertilização in vitro e congêneres";"0%";"041801";"Inseminação artificial, fertilização in vitro e congêneres.";
"419";"04.19 - Bancos de sangue, leite, pele, olhos, óvulos, sêmen e congêneres.";"5%";"041901";"Bancos de sangue, leite, pele, olhos, óvulos, sêmen e congêneres.";
"420";"04.20 - Coleta de sangue, leite, tecidos, sêmen, órgãos e materiais biológicos de qualquer espécie.";"5%";"042001";"Coleta de sangue, leite, tecidos, sêmen, órgãos e materiais biológicos de qualquer espécie.";
"421";"04.21 - Unidade de atendimento, assistência ou tratamento móvel e congêneres.";"5%";"042101";"Unidade de atendimento, assistência ou tratamento móvel e congêneres.";
"422";"04.22 - Planos de medicina de grupo ou individual e convênios para prestação de assistência médica, hospitalar, odontológica e congêneres.";"2%";"042201";"Planos de medicina de grupo ou individual e convênios para prestação de assistência médica, hospitalar, odontológica e congêneres.";
"423";"04.23 - Outros planos de saúde que se cumpram através de serviços de terceiros contratados, credenciados, cooperados ou apenas pagos pelo operador do plano mediante indicação do beneficiário.";"2%";"042301";"Outros planos de saúde que se cumpram através de serviços de terceiros contratados, credenciados, cooperados ou apenas pagos pelo operador do plano mediante indicação do beneficiário.";
"501";"05.01 - Medicina veterinária e zootecnia.";"5%";"050101";"Medicina veterinária";
"501";"05.01 - Medicina veterinária e zootecnia.";"5%";"050102";"Zootecnia.";
"5011";"05.01 - Uniprofissional (Acima de 3 sócios) - Medicina veterinária e zootecnia";"0%";"050101";"Medicina veterinária";
"5011";"05.01 - Uniprofissional (Acima de 3 sócios) - Medicina veterinária e zootecnia";"0%";"050102";"Zootecnia.";
"5012";"05.01 - Uniprofissional (Até 3 sócios) - Medicina veterinária e zootecnia";"0%";"050101";"Medicina veterinária";
"5012";"05.01 - Uniprofissional (Até 3 sócios) - Medicina veterinária e zootecnia";"0%";"050102";"Zootecnia.";
"502";"05.02 - Hospitais, clínicas, ambulatórios, prontos-socorros e congêneres, na área veterinária.";"5%";"050201";"Hospitais e congêneres, na área veterinária.";
"502";"05.02 - Hospitais, clínicas, ambulatórios, prontos-socorros e congêneres, na área veterinária.";"5%";"050202";"Clínicas, ambulatórios, prontos-socorros e congêneres, na área veterinária.";
"503";"05.03 - Laboratórios de análise na área veterinária.";"5%";"050301";"Laboratórios de análise na área veterinária.";
"5031";"05.03 - Uniprofissional (Acima de 3 sócios) - Laboratórios de análise na área veterinária";"0%";"050301";"Laboratórios de análise na área veterinária.";
"5032";"05.03 - Uniprofissional (Até 3 sócios) - Laboratórios de análise na área veterinária";"0%";"050301";"Laboratórios de análise na área veterinária.";
"504";"05.04 - Inseminação artificial, fertilização in vitro e congêneres.";"5%";"050401";"Inseminação artificial, fertilização in vitro e congêneres.";
"505";"05.05 - Bancos de sangue e de órgãos e congêneres.";"5%";"050501";"Bancos de sangue e de órgãos e congêneres.";
"506";"05.06 - Coleta de sangue, leite, tecidos, sêmen, órgãos e materiais biológicos de qualquer espécie.";"5%";"050601";"Coleta de sangue, leite, tecidos, sêmen, órgãos e materiais biológicos de qualquer espécie.";
"507";"05.07 - Unidade de atendimento, assistência ou tratamento móvel e congêneres.";"5%";"050701";"Unidade de atendimento, assistência ou tratamento móvel e congêneres.";
"508";"05.08 - Guarda, tratamento, amestramento, embelezamento, alojamento e congêneres.";"5%";"050801";"Guarda, tratamento, amestramento, embelezamento, alojamento e congêneres.";
"509";"05.09 - Planos de atendimento e assistência médico-veterinária.";"5%";"050901";"Planos de atendimento e assistência médico-veterinária.";
"601";"06.01 - Barbearia, cabeleireiros, manicuros, pedicuros e congêneres.";"5%";"060101";"Barbearia, cabeleireiros, manicuros, pedicuros e congêneres.";
"602";"06.02 - Esteticistas, tratamento de pele, depilação e congêneres.";"5%";"060201";"Esteticistas, tratamento de pele, depilação e congêneres.";
"603";"06.03 - Banhos, duchas, sauna, massagens e congêneres.";"5%";"060301";"Banhos, duchas, sauna, massagens e congêneres.";
"604";"06.04 - Ginástica, dança, esportes, natação, artes marciais e demais atividades físicas.";"5%";"060401";"Ginástica, dança, esportes, natação, artes marciais e demais atividades físicas.";
"605";"06.05 - Centros de emagrecimento, spa e congêneres.";"5%";"060501";"Centros de emagrecimento, spa e congêneres.";
"606";"06.06 - Aplicação de tatuagens, piercings e congêneres.";"5%";"060601";"Aplicação de tatuagens, piercings e congêneres.";
"701";"07.01 - Engenharia, agronomia, agrimensura, arquitetura, geologia, urbanismo, paisagismo e congêneres.";"5%";"070101";"Engenharia e congêneres.";
"701";"07.01 - Engenharia, agronomia, agrimensura, arquitetura, geologia, urbanismo, paisagismo e congêneres.";"5%";"070102";"Agronomia e congêneres.";
"701";"07.01 - Engenharia, agronomia, agrimensura, arquitetura, geologia, urbanismo, paisagismo e congêneres.";"5%";"070103";"Agrimensura e congêneres.";
"701";"07.01 - Engenharia, agronomia, agrimensura, arquitetura, geologia, urbanismo, paisagismo e congêneres.";"5%";"070104";"Arquitetura, urbanismo e congêneres.";
"701";"07.01 - Engenharia, agronomia, agrimensura, arquitetura, geologia, urbanismo, paisagismo e congêneres.";"5%";"070105";"Geologia e congêneres.";
"701";"07.01 - Engenharia, agronomia, agrimensura, arquitetura, geologia, urbanismo, paisagismo e congêneres.";"5%";"070106";"Paisagismo e congêneres.";
"7011";"07.01 - Uniprofissional (Acima de 3 sócios) - Engenharia, agronomia, agrimensura, arquitetura, geologia, urbanismo, paisagismo e congêneres";"0%";"070101";"Engenharia e congêneres.";
"7011";"07.01 - Uniprofissional (Acima de 3 sócios) - Engenharia, agronomia, agrimensura, arquitetura, geologia, urbanismo, paisagismo e congêneres";"0%";"070102";"Agronomia e congêneres.";
"7011";"07.01 - Uniprofissional (Acima de 3 sócios) - Engenharia, agronomia, agrimensura, arquitetura, geologia, urbanismo, paisagismo e congêneres";"0%";"070103";"Agrimensura e congêneres.";
"7011";"07.01 - Uniprofissional (Acima de 3 sócios) - Engenharia, agronomia, agrimensura, arquitetura, geologia, urbanismo, paisagismo e congêneres";"0%";"070104";"Arquitetura, urbanismo e congêneres.";
"7011";"07.01 - Uniprofissional (Acima de 3 sócios) - Engenharia, agronomia, agrimensura, arquitetura, geologia, urbanismo, paisagismo e congêneres";"0%";"070105";"Geologia e congêneres.";
"7011";"07.01 - Uniprofissional (Acima de 3 sócios) - Engenharia, agronomia, agrimensura, arquitetura, geologia, urbanismo, paisagismo e congêneres";"0%";"070106";"Paisagismo e congêneres.";
"7012";"07.01 - Uniprofissional (Até 3 sócios) - Engenharia, agronomia, agrimensura, arquitetura, geologia, urbanismo, paisagismo e congêneres";"0%";"070101";"Engenharia e congêneres.";
"7012";"07.01 - Uniprofissional (Até 3 sócios) - Engenharia, agronomia, agrimensura, arquitetura, geologia, urbanismo, paisagismo e congêneres";"0%";"070102";"Agronomia e congêneres.";
"7012";"07.01 - Uniprofissional (Até 3 sócios) - Engenharia, agronomia, agrimensura, arquitetura, geologia, urbanismo, paisagismo e congêneres";"0%";"070103";"Agrimensura e congêneres.";
"7012";"07.01 - Uniprofissional (Até 3 sócios) - Engenharia, agronomia, agrimensura, arquitetura, geologia, urbanismo, paisagismo e congêneres";"0%";"070104";"Arquitetura, urbanismo e congêneres.";
"7012";"07.01 - Uniprofissional (Até 3 sócios) - Engenharia, agronomia, agrimensura, arquitetura, geologia, urbanismo, paisagismo e congêneres";"0%";"070105";"Geologia e congêneres.";
"7012";"07.01 - Uniprofissional (Até 3 sócios) - Engenharia, agronomia, agrimensura, arquitetura, geologia, urbanismo, paisagismo e congêneres";"0%";"070106";"Paisagismo e congêneres.";
"702";"07.02 - Execução, por administração, empreitada ou subempreitada, de obras de construção civil, hidráulica ou elétrica e de outras obras semelhantes, inclusive sondagem, perfuração de poços, escavação, drenagem e irrigação, terraplanagem, pavimentação, concretagem e a instalação e montagem de produtos, peças e equipamentos (exceto o fornecimento de mercadorias produzidas pelo prestador de serviços fora do local da prestação dos serviços, que fica sujeito ao ICMS).";"5%";"070201";"Execução, por administração, de obras de construção civil, hidráulica ou elétrica e de outras obras semelhantes, inclusive sondagem, perfuração de poços, escavação, drenagem e irrigação, terraplanagem, pavimentação, concretagem e a instalação e montagem de produtos, peças e equipamentos (exceto o fornecimento de mercadorias produzidas pelo prestador de serviços fora do local da prestação dos serviços, que fica sujeito ao ICMS).";
"702";"07.02 - Execução, por administração, empreitada ou subempreitada, de obras de construção civil, hidráulica ou elétrica e de outras obras semelhantes, inclusive sondagem, perfuração de poços, escavação, drenagem e irrigação, terraplanagem, pavimentação, concretagem e a instalação e montagem de produtos, peças e equipamentos (exceto o fornecimento de mercadorias produzidas pelo prestador de serviços fora do local da prestação dos serviços, que fica sujeito ao ICMS).";"5%";"070202";"Execução, por empreitada ou subempreitada, de obras de construção civil, hidráulica ou elétrica e de outras obras semelhantes, inclusive sondagem, perfuração de poços, escavação, drenagem e irrigação, terraplanagem, pavimentação, concretagem e a instalação e montagem de produtos, peças e equipamentos (exceto o fornecimento de mercadorias produzidas pelo prestador de serviços fora do local da prestação dos serviços, que fica sujeito ao ICMS).";
"703";"07.03 - Elaboração de planos diretores, estudos de viabilidade, estudos organizacionais e outros, relacionados com obras e serviços de engenharia; elaboração de anteprojetos, projetos básicos e projetos executivos para trabalhos de engenharia.";"5%";"070301";"Elaboração de planos diretores, estudos de viabilidade, estudos organizacionais e outros, relacionados com obras e serviços de engenharia.";
"703";"07.03 - Elaboração de planos diretores, estudos de viabilidade, estudos organizacionais e outros, relacionados com obras e serviços de engenharia; elaboração de anteprojetos, projetos básicos e projetos executivos para trabalhos de engenharia.";"5%";"070302";"Elaboração de anteprojetos, projetos básicos e projetos executivos para trabalhos de engenharia.";
"7031";"07.03 - Uniprofissional (Acima de 3 sócios) - Elaboração de planos diretores, estudos de viabilidade, estudos organizacionais e outros, relacionados com obras e serviços de engenharia; elaboração de anteprojetos, projetos básicos e projetos executivos para trabalhos de engenharia";"0%";"070301";"Elaboração de planos diretores, estudos de viabilidade, estudos organizacionais e outros, relacionados com obras e serviços de engenharia.";
"7031";"07.03 - Uniprofissional (Acima de 3 sócios) - Elaboração de planos diretores, estudos de viabilidade, estudos organizacionais e outros, relacionados com obras e serviços de engenharia; elaboração de anteprojetos, projetos básicos e projetos executivos para trabalhos de engenharia";"0%";"070302";"Elaboração de anteprojetos, projetos básicos e projetos executivos para trabalhos de engenharia.";
"7032";"07.03 - Uniprofissional (Até 3 sócios) - Elaboração de planos diretores, estudos de viabilidade, estudos organizacionais e outros, relacionados com obras e serviços de engenharia; elaboração de anteprojetos, projetos básicos e projetos executivos para trabalhos de engenharia";"0%";"070301";"Elaboração de planos diretores, estudos de viabilidade, estudos organizacionais e outros, relacionados com obras e serviços de engenharia.";
"7032";"07.03 - Uniprofissional (Até 3 sócios) - Elaboração de planos diretores, estudos de viabilidade, estudos organizacionais e outros, relacionados com obras e serviços de engenharia; elaboração de anteprojetos, projetos básicos e projetos executivos para trabalhos de engenharia";"0%";"070302";"Elaboração de anteprojetos, projetos básicos e projetos executivos para trabalhos de engenharia.";
"704";"07.04 - Demolição.";"5%";"070401";"Demolição.";
"705";"07.05 - Reparação, conservação e reforma de edifícios, estradas, pontes, portos e congêneres (exceto o fornecimento de mercadorias produzidas pelo prestador dos serviços, fora do local da prestação dos serviços, que fica sujeito ao ICMS).";"5%";"070501";"Reparação, conservação e reforma de edifícios e congêneres (exceto o fornecimento de mercadorias produzidas pelo prestador dos serviços, fora do local da prestação dos serviços, que fica sujeito ao ICMS).";
"705";"07.05 - Reparação, conservação e reforma de edifícios, estradas, pontes, portos e congêneres (exceto o fornecimento de mercadorias produzidas pelo prestador dos serviços, fora do local da prestação dos serviços, que fica sujeito ao ICMS).";"5%";"070502";"Reparação, conservação e reforma de estradas, pontes, portos e congêneres (exceto o fornecimento de mercadorias produzidas pelo prestador dos serviços, fora do local da prestação dos serviços, que fica sujeito ao ICMS).";
"706";"07.06 - Colocação e instalação de tapetes, carpetes, assoalhos, cortinas, revestimentos de parede, vidros, divisórias, placas de gesso e congêneres, com material fornecido pelo tomador do serviço.";"5%";"070601";"Colocação e instalação de tapetes, carpetes, cortinas e congêneres, com material fornecido pelo tomador do serviço.";
"706";"07.06 - Colocação e instalação de tapetes, carpetes, assoalhos, cortinas, revestimentos de parede, vidros, divisórias, placas de gesso e congêneres, com material fornecido pelo tomador do serviço.";"5%";"070602";"Colocação e instalação de assoalhos, revestimentos de parede, vidros, divisórias, placas de gesso e congêneres, com material fornecido pelo tomador do serviço.";
"707";"07.07 - Recuperação, raspagem, polimento e lustração de pisos e congêneres.";"5%";"070701";"Recuperação, raspagem, polimento e lustração de pisos e congêneres.";
"708";"07.08 - Calafetação.";"5%";"070801";"Calafetação.";
"709";"07.09 - Varrição, coleta, remoção, incineração, tratamento, reciclagem, separação e destinação final de lixo, rejeitos e outros resíduos quaisquer.";"5%";"070901";"Varrição, coleta e remoção de lixo, rejeitos e outros resíduos quaisquer.";
"709";"07.09 - Varrição, coleta, remoção, incineração, tratamento, reciclagem, separação e destinação final de lixo, rejeitos e outros resíduos quaisquer.";"5%";"070902";"Incineração, tratamento, reciclagem, separação e destinação final de lixo, rejeitos e outros resíduos quaisquer.";
